requirement_en,entry,read,write,exit,cfp,interaction,communication,process,microm
System redirects the customer to the login page.,0,0,0,1,1,1,0,0,1
Customer enters his/her email and password in the respective fields. Customer clicks the login button.,1,0,0,0,1,1,0,0,1
"System checks user information in the database. If information is correct, system redirects the customer to the main page.",0,1,0,1,2,1,1,1,3
Customer clicks sign up button.,1,0,0,0,1,1,0,0,1
System redirects the customer to the sign up page.,0,0,0,1,1,0,0,0,0
Customer selects “customer” type of user for registration. Customer enters his/her email. Customer enters his/her password. Customer enters his/her username. Customer enters his/her phone number. Customer enters his/her address. Customer clicks the “sign up” button.,1,0,0,0,1,1,0,0,1
System saves the customer information to the database. System redirects the customer to the login page.,0,0,1,1,2,1,1,0,2
Customer clicks the join live stream button if a live stream is happening.,1,0,0,0,1,1,0,0,1
System redirects the customer to the live stream window.,0,0,0,1,1,1,1,0,2
Customer observes the presented fish on the live stream window. Customer clicks the “bid” button if he/she wants to buy the presented fish.,1,0,0,0,1,1,0,0,1
System shows the bidding window to the customer.,0,0,0,1,1,1,0,0,1
Customer enters the bid amount. Customer clicks the up-arrow button.,1,0,0,0,1,1,0,0,1
System updates the highest bid on the window.,0,0,1,1,2,1,1,0,2
Highest paying customer buys the fish when time is up.,0,0,0,0,0,1,0,1,2
System records sold fish into buyers data. Procedure repeats itself until there are no more fish.,0,0,1,1,2,1,1,1,3
Auction ends and customer leaves.,0,0,0,0,0,1,0,0,1
Captain clicks the sign in button.,1,0,0,0,1,1,0,0,1
System redirects the captain to the login page.,0,0,0,1,1,0,0,0,0
Captain enters his/her email and password in the respective fields. Captain clicks the login button.,1,0,0,0,1,1,0,0,1
"System checks user information in the database. If information is correct, system redirects the captain to the main page",0,1,0,1,2,1,1,1,3
Captain clicks the sign up button.,1,0,0,0,1,1,0,0,1
System redirects the captain to the sign up page.,0,0,0,1,1,1,0,0,1
Captain enters his/her email.Captain enters his/her password. Captain enters his/her username. Captain enters his/her phone number. Captain enters his/her address. Captain loads required documents to the system. Captain clicks the “sign up” button.,1,0,0,0,1,1,0,0,1
System sends information mail to the captain after the documents are approved.,0,0,0,1,1,1,1,1,3
Cooperative worker opens the app. Cooperative worker clicks the sign in button.,1,0,0,0,1,0,0,0,0
System redirects the cooperative worker to the login page.,0,0,0,1,1,1,0,0,1
Cooperative worker enters his/her email and password in the respective fields. Cooperative worker clicks the login button.,1,0,0,0,1,1,0,0,1
"System checks user information in the database. If information is correct, system redirects the cooperative worker to the main page.",0,1,0,1,2,1,1,1,3
Cooperative worker opens the app. Cooperative worker sees the notification that a captain requests for registration. Cooperative worker clicks the notification.,1,0,0,0,1,1,0,0,1
System redirects the cooperative worker to the registration approval page.,0,0,0,1,1,1,0,0,1
Cooperative worker checks validity of forms that are uploaded by the captain Cooperative worker clicks the “Approve captain registration” button.,1,0,0,0,1,1,0,0,1
System approves the captain’s registration request. Cooperative worker goes to the main page.,0,0,1,1,2,1,1,0,2
Cooperative worker opens the app. Cooperative worker clicks the Fish Baskets button.,1,0,0,0,1,0,0,0,0
System redirects the cooperative worker to the fish baskets page.,0,0,0,0,0,1,0,0,1
Cooperative worker clicks the “Create new basket” button.,1,0,0,0,1,1,0,0,1
System opens a “basket information” window.,0,1,0,1,2,1,1,0,2
Cooperative worker enters the title of the basket. Cooperative worker enters the types of fishes. Cooperative worker enters the quantities of the fishes. Cooperative worker enters the base price of the basket. Cooperative worker links the basket to its captain. Cooperative worker clicks the finish basket button.,1,0,0,0,1,1,0,0,1
System saves the basket. System redirects to the fish baskets page.,0,0,1,1,2,1,1,0,2
Cooperative worker prepares fish that are going to be presented. Cooperative worker opens the app. Cooperative worker clicks “Start Live Stream” button.,1,0,0,0,1,1,0,0,1
System starts the live stream.,0,0,0,1,1,1,1,0,2
Cooperative worker starts recording fish by camera.,0,0,0,0,0,1,0,0,1
System displays the current basket’s information on the live stream window.,0,1,0,1,2,1,1,0,2
Cooperative worker shows the current basket to the camera.,0,0,0,0,0,1,0,0,1
System finishes the bidding process for the current basket.,0,0,0,1,1,1,1,0,2
Cooperative worker clicks the next basket button. Cooperative worker shows the next basket to the camera. Cooperative worker continues this process until all baskets are presented.,1,0,0,0,1,1,0,0,1
System sells all baskets.,0,0,1,0,1,1,0,0,1
Cooperative worker clicks “End Live Stream” button.,1,0,0,0,1,1,0,0,1
System ends the live stream.,0,0,1,1,2,1,1,0,2
"Customer enters name, surname, address, telephone number, username and password. Customer hits the Sign Up button.",1,0,0,0,1,1,0,0,1
System checks the address for delivery. System checks if the phone number is unique or not. System checks the username which is unique or not. System saves the information to the database.,0,0,1,0,1,0,1,1,2
Customer verifies the telephone number by entering the code sent to the given number. Customer hits the Complete Registration button.,1,0,0,0,1,1,0,0,1
User enters website. User login into his/her account.,1,0,0,0,1,1,0,0,1
Server verifies login & password of user.,0,0,0,1,1,1,1,1,3
User recommends a book.,1,0,0,0,1,1,0,0,1
Server checks if book already exists.,0,0,0,0,0,0,1,1,2
The user enter his name.,1,0,0,0,1,1,0,0,1
system check if the user is registered.,0,0,0,0,0,0,1,1,2
The user Enter the name of the book.,1,0,0,0,1,1,0,0,1
The system searches for the book and check user rank. If the book is not available it show him a message that tell the user that the book is not available.,0,0,0,1,1,1,1,1,3
User enters a customer name.,1,0,0,0,1,1,0,0,1
"System searches the customer file for the entered name. .
System displays customer name(s) that match the entered name, and other customer data.
Display error message if no customer is found with that name.",0,1,0,1,2,1,1,0,2
User selects a customer from the displayed list by pressing a radio button.,1,0,0,0,1,1,0,0,1
"System searches the customer file for the selected customer ID.
System searches to see if the customer has any bookings.
System displays customer summary data.
System displays current booking(s) for the customer.",0,1,0,1,2,1,1,0,2
User presses ‘View customer details’ button.,1,0,0,0,1,1,0,0,1
System retrieves and displays details for the selected customer ID.,0,1,0,1,2,1,1,0,2
User presses ‘Update customer details’ button.,1,0,0,0,1,1,0,0,1
System retrieves details for the selected customer ID. System displays details for the selected customer ID,0,1,0,1,2,1,1,0,2
The user enters changed customer data and presses ‘Save details’.,1,0,0,0,1,1,0,0,1
System updates customer record. There will be error messages from validation failures,0,1,0,1,2,1,1,1,3
User presses ‘Print Current Invoice’ for the customer whose details are displayed.,1,0,0,0,1,1,0,0,1
"System searches for the selected customer in order to find any bookings that have status ‘rented’ (so not yet ‘invoiced’).
System retrieves bookings for the customer that must be invoiced.
System displays invoice header and account summary details.
System displays data for each invoiced booking. 
An error message will be issued if no invoice is due.",0,1,0,1,2,1,1,1,3
User enters data for new customer and presses ‘Add new customer’ button.,1,0,0,0,1,0,0,0,0
System creates new customer record. There will be error messages from validation failures,0,0,1,1,2,1,1,0,2
User presses ‘View Booking Details’ for the customer whose data is displayed.,0,0,0,0,0,1,0,0,1
"System searches for the selected customer in order to find any bookings.
System retrieves bookings for the customer.
Some customer data must be displayed. some customer data must be displayed. 
An error message will be issued if no bookings exist.",0,1,0,0,1,1,1,1,3
Registrar enters Student details.,1,0,0,0,1,1,0,0,1
C-Reg creates a new Student record. C-Reg displays the  generated Student ID. Display error message.,0,0,1,1,2,1,1,0,2
Registrar enters  Student ID.,1,0,0,0,1,1,0,0,1
C-Reg obtains the Student details. C-Reg displays the Student details. Display error message.,0,1,0,1,2,1,1,0,2
Registrar modifies the displayed Student details.,1,0,0,0,1,1,0,0,1
C-Reg stores the modified details. Display error message.,0,0,1,1,2,1,1,0,2
Registrar enters the delete command for the selected Student.,1,0,0,0,1,1,0,0,1
C-Reg checks if the Student has a Student Schedule. C-Reg prompts the Registrar to confirm the deletion.,0,1,0,1,2,1,1,1,3
The Registrar confirms the deletion of student.,1,0,0,0,1,1,0,0,1
C-Reg deletes the Student details. Display error message.,0,0,1,1,2,1,1,1,3
Student enters his ID and ‘Enquire on courses’ command.,1,0,0,0,1,1,0,0,1
"C-Reg asks Course Catalog for Course Offerings.
C-Reg receives Course Offering details, incl. pre-requisite Course ID.
C-Reg displays Course Offering details, incl. any pre-requisite Course ID. C-Reg displays Student ID. Display error message.",0,1,0,1,2,1,1,1,3
Student selects ‘Create Schedule’ and his ID is entered. Student selects up to 6 Course Offerings.,1,0,0,0,1,1,0,0,1
"C-Reg checks if the Student satisfies prerequisites of selected Course Offerings.
Validated Course Offering ID’s are sent to the Course Catalog so that it can maintain the count of Students for each Course Offering. 
Student’s Schedule items are marked ‘enrolled’ and made persistent on C-Reg. 
Student’s Schedule items are marked ‘selected’ and made persistent on C-Reg. Display error message.",0,1,1,1,3,1,1,1,3
Student selects ‘Modify Course Offerings’ and his ID is entered.,1,0,0,0,1,1,0,0,1
"C-Reg retrieves Student’s Schedule items. 
C-Reg adds the item statuses (enrolled or selected) to the displayed Course Offerings.",0,1,0,1,2,1,1,0,2
Student modifies his displayed Course Offering selections.,1,0,0,0,1,1,0,0,1
"C-Reg checks if the Student satisfies prerequisites of modified Course Offerings. 
C-Reg marks Student Schedule items as ‘enrolled’ and makes them persistent. 
C-Reg marks Student Schedule items as ‘selected’ and makes them persistent. 
C-Reg sends modified Course Offering ID’s to the Course Catalog. Display error message.",0,0,1,1,2,1,1,1,3
The Student selects the ‘Delete Schedule’ command and his ID is entered.,1,0,0,0,1,1,0,0,1
"C-Reg retrieves the Student’s Schedule items. 
C-Reg displays the Student’s Schedule items.
C-Reg prompts the Student to verify the deletion.",0,1,0,1,2,1,1,0,2
The Student confirms the deletion.,1,0,0,0,1,1,0,0,1
"C-Reg deletes the Student Schedule items.
C-Reg sends the deleted Course Offering ID’s to the Course Catalog.
Display error message.",0,0,1,1,2,1,1,1,3
Enter username and password.,1,0,0,0,1,1,0,0,1
The mobile app provides waiter data to the web app.,0,0,0,1,1,1,0,0,1
"The mobile app receives user state (Connected/Not connected).
The mobile app displays the userstate (Connected/Not connected).",0,1,0,1,2,1,1,0,2
"The mobile app receives the Error/Confirmation message.
The mobile app displays Error/Confirmation messages from the web application. ",0,1,0,1,2,1,1,0,2
The waiter enters the table where the customer wants to be installed.,1,0,0,0,1,1,0,0,1
"The mobile app sends the selected table to the web app and then the web app creates a new order.
The mobile app receives the item families .
The mobile app displays the item families list to the waiter.",0,1,0,1,2,1,1,0,2
